Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,7.63959785582064,0.668364743563373,-1.39107851792824,2.66110326799726,13.6164934203186,13.2490363222993,7.28154994348667,-1.92307916774375,5.88235989261243,0.479297977511649,16.2185636344396,6.23134901058584,2.30066157066571,7.17596361816257,6.08682380628677,4.99773124236455,4.91803136848571,9.74506803060488,4.39615373587925,0.406746412556402,-5.29011927676262,2.50345374982433,3.71870915084847,5.36030402602383,4.57098201312564,-0.214802401248818,1.62523929306924,3.17729140008842,1.34468950923568,5.69229463403222,8.73023176043439,-7.33297833468816,9.6918405928899,-10.2401817119272,16.7288173026491,7.31668178120235,3.79241909271177,3.89525350565103,3.04227813637024,1.57607762407667,-4.97496361701022,1.70000002948947,5.70563940662771,5.42049754887381,3.26872602144516,4.69999976528102,9.59999987626705,7.63973639933609,8.328109852143,6.87406585401587,4.93266999845892,1.90000000072142,5.41034999949837,5.6252699997921,2.80000000125513,2.49999999902064,4.00000000038216,4.35356471619211,5.71682519194337,0.793596429787286,4.55829212016083,0.921115069005936,1.89245798756383
Malaysia,MYS,Net migration,SM.POP.NETM,-46948,-44916,-43033,-40952,-38785,-36456,-33993,-42108,-40996,-39420,-31839,-20535,-21305,-21995,-21919,-20480,-18316,-16601,-15059,-13980,80617,84142,89942,97862,106248,120215,127081,137759,133478,143544,135020,97111,66286,61079,66685,72393,73040,79266,99639,89335,125499,173613,196227,199510,212278,225864,232971,229784,202481,178410,157164,122269,134975,149637,159791,187663,222141,227677,221965,203284,101907,188506,188154,181071
Malaysia,MYS,"Population, total",SP.POP.TOTL,7956197,8164443,8380172,8602160,8828406,9056408,9284688,9507099,9725281,9947597,10178802,10423453,10676835,10935621,11200906,11471914,11750097,12035713,12328157,12627862,12983363,13399203,13832798,14285907,14759009,15252258,15760419,16276737,16796605,17314997,17833171,18342464,18834572,19322664,19820446,20330599,20850087,21375218,21906713,22435531,22967816,23526538,24102477,24679602,25256772,25836071,26417909,26998389,27570059,28124778,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,7.59799400028281,6.42102960904312,7.33880352682334,5.35896290971056,7.68486347467319,7.81671102618819,3.85714649161983,7.97799464201174,4.88853365256124,5.98653863031986,10.0346605803438,9.38844499098961,11.7010816119945,8.31866197361978,0.801068092192338,11.5634897772546,7.75305838033998,6.65389221500463,9.34909993075928,7.44182677934407,6.94210420118173,5.94315245801018,6.25223081092673,7.76179012218883,-1.02525025342071,1.24059492750688,5.19193211272702,9.93771967651989,9.0596008665043,9.00852713774628,9.54546741443052,8.88511797832156,9.89494333377064,9.21204179334867,9.82908519730812,10.0027006861844,7.32274185035924,-7.35941518817556,6.13761201057692,8.85886816969386,0.517675319192861,5.39098830692797,5.7884992858875,6.78343772370305,5.33213916141486,5.5848470671515,6.29878592740947,4.83176988913097,-1.51352871598714,7.42484738326097,5.29391283414003,5.47345419253853,4.69372252557893,6.00672194558203,5.09153242155011,4.44978139761541,5.81272240983328,4.84308697634881,4.41318742129586,-5.45684658426701,3.31534954399166,8.86182187578046,3.55548715410509
Maldives,MDV,Net migration,SM.POP.NETM,-32,-44,-80,-125,-227,1709,1511,672,255,313,330,341,269,60,-78,-14,-101,-413,-716,-958,-903,-1014,-1220,-1608,-1300,-382,-175,-265,-564,-610,-271,-378,-522,-749,-768,-302,-183,-60,-94,-62,300,560,607,578,668,578,5006,6160,6035,6093,6369,6611,6800,6963,7700,9324,9421,9555,9637,9648,9642,9412,-2674,-2877
Maldives,MDV,"Population, total",SP.POP.TOTL,91189,93450,95802,98222,100662,104102,108507,112528,116075,119564,123219,127035,130968,134952,138978,143158,147525,151930,156159,160360,164835,169532,174333,179128,184198,190169,196935,203944,210885,217738,224762,231802,238543,244884,250822,256649,262347,267707,272723,277412,282019,286767,291616,296491,301413,306429,313851,324479,336170,348275,360792,373674,386818,400070,413617,428154,443308,458287,473099,487731,502118,516154,524106,525994
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,5.20722636743763,2.424242417564,1.57790928646548,5.72815531465662,-7.98898069181058,0.59880238570986,11.2523540290922,14.684722846568,10.6642066212294,18.5728576106626,11.7647058888716,-3.01221166353322,16.2562954556645,26.9554753293922,15.4160435875055,9.36058909491074,8.82915569673241,8.73034178146676,9.32680833295323,16.952297454562,1.44269605986374,6.67082531517829,5.55676895061919,7.74948624520924,12.9857845637484,7.85864717951699,8.39794070627707,7.49468315744146,6.17565582696746,3.84581023205122,-3.94363428947102,7.26838641001544,13.7500496588259,5.81636693266742,-11.2231662144758,23.6057982839176,7.1234276596343,8.97981687178448,-8.15776321543765,6.83547135623688,8.57269912813135,2.36374748850361,6.96324663194412,7.80109480695134,3.97171570327362,6.57223606622583,7.05453901381581,8.66800624215867,7.29833574515027,-32.9088287752921,37.507870124321,13.8260895184139,4.72639189000989
Mali,MLI,Net migration,SM.POP.NETM,-10314,-10139,-10821,-11951,-13226,-13662,-17032,-16900,-18015,-18302,-17479,-22127,-19594,-19137,-22449,-26572,-33999,-28853,-31520,-32353,-30156,-34130,-34140,-34132,-47331,-63347,-81970,-90940,-87952,-75771,-68668,-77172,-70789,-68816,-63533,-67763,-67974,-55978,-30255,-21702,-17395,-12507,-8914,-11768,-10796,-17413,-18247,-19945,-24509,-34383,-34483,-43160,-140507,-40951,-50068,-48872,-30251,-33942,-40710,-44373,-14962,-22210,-39951,-39953
Mali,MLI,"Population, total",SP.POP.TOTL,5402550,5482283,5563917,5646605,5730125,5815487,5902204,5990906,6082979,6177704,6276472,6377944,6483726,6597106,6715436,6837261,6960979,7090979,7229651,7375266,7530515,7692766,7860194,8034400,8208599,8374663,8531277,8681164,8833996,8999938,9178830,9362888,9553540,9754786,9967031,10185365,10407278,10646495,10919573,11227415,11559290,11912158,12288050,12684955,13102409,13538647,13990139,14457775,14940782,15435539,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,3.70841019648689,0.230999419524821,6.13695486255888,2.56899602355828,5.84401643095509,-1.45511580192979,-1.528826102384,11.625049137452,13.6234385336651,6.34864719393605,-1.46347633199167,10.3956772105957,-4.3258398689979,1.50880429685272,-7.37843304605821,1.82087377231504,-0.287011156196641,20.2866349407131,2.69262088094571,-0.139164289077982,7.38972104432425,4.17738810944253,-2.50239510347761,11.7452037933746,-3.21866249030752,3.17216817730322,3.77993405101067,0.921022397691601,7.05578540412266,4.82902433934804,7.57166763990284,5.70094365419142,-0.0608349718131223,15.3762394579174,3.10630825205686,9.1190419953243,1.55999866053489,6.53477877481288,4.66218687758322,3.49361681253744,4.77314508142975,4.80632226697864,5.31393527895875,3.21313378044307,-0.83673463153076,2.29506828962617,7.08468388056527,6.17180002424978,5.85229919941415,5.30545608438166,4.74648432724561,4.75616080770808,-1.235450447077,3.05261356942125,3.47495171106735,4.65677599093294
Malta,MLT,Net migration,SM.POP.NETM,-5540,-5099,-5360,-4773,-4768,-4329,-4318,-4073,-753,-827,-1123,-1327,-1316,-1549,-1597,-1742,-1641,-1598,-1302,-1311,-886,-548,-1059,-740,-558,-428,464,295,164,248,568,763,737,1006,1136,1306,1142,1003,1260,1463,1591,1678,1821,1626,1662,1626,997,926,869,836,741,999,911,861,9192,9588,8624,14372,16961,20302,6904,4638,2480,6591
Malta,MLT,"Population, total",SP.POP.TOTL,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332,518536,531511,552747
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,2.45399361227825,5.83832702652147,4.14613837325986,10.0364039597072,19.5600808646509,17.0170895648023,12.1841698013334,11.1611581906174,10.4907731676094,7.04971121492008,3.3117620744263,2.2844523055533,-0.612390116892087,0.942370935479644,2.58527966638202,3.88519000696465,4.11051445185944,8.41423629574032,8.17910558123988,6.29139095831177,6.25649208213186,4.69093243062588,4.48074935883751,5.65110473736061,6.3424931833749,3.77733576158319,5.25698014497544,5.12560123053598,4.71997488242212,19.6812700987473,-0.75667262732631,2.74112013880779,3.6942613101231,0.407159747560954,2.88067127282936,2.33612273361229,5.03666395081845,4.41012622523094,-1.395342554571,6.1973451691119,0.991963675296375,4.10259030296838,6.29171574401258,7.63112937482686,9.62109756228348,4.07771929481284,12.972119343498,7.18909653691901,4.08470602847339,-3.47468750932252,13.4603051960595,4.14788281601133,7.49851245937869
Marshall Islands,MHL,Net migration,SM.POP.NETM,63,56,54,42,16,-22,-89,308,769,690,201,-232,-306,-383,-145,-193,-233,-264,-286,-316,-155,31,23,12,6,-1,-8,-16,-140,-479,-562,-661,-769,-869,-942,-991,-1050,-1097,-1124,-1068,-1110,-1237,-1345,-1427,-1466,-1482,-1491,-1491,-1467,-1361,-1221,-1512,-1759,-1825,-1906,-1964,-2003,-2040,-2058,-2030,-2004,-2016,-1829,-1832
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,14703,15219,15755,16302,16852,17402,17927,18655,19862,21305,22530,23366,23992,24581,25296,26154,27021,27906,28809,29738,30774,32017,33397,34811,36264,37761,39286,40828,42321,43586,44629,45568,46388,47093,47712,48266,48775,49259,49717,50202,50706,51123,51425,51639,51791,51906,51992,52035,52030,52019,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367,40077,38827
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,2.30991167674838,1.08184217262028,33.9227598520054,15.3231418916795,0.0602602050046528,0.361333947705901,2.43024226925175,5.62390414590249,2.1353285160797,-7.19522267447481,6.43651281900321,4.8312289320168,15.5080039135055,3.8660250433562,-6.25729173068993,24.5424987637753,9.36375397249417,7.78904656015229,-1.69160864306495,2.67624654001773,0.0877993120756031,7.14088119818035,6.00624977598774,5.87769745883959,8.21329431843584,-10.3029571066249,-6.4456755576108,-0.674095984599532,-1.33472157840318,2.45443006851272,6.93004446202892,3.63579015049041,-1.56167510462087,-0.408355471416314,1.79104477611941,0.175953079178882,3.68852459016394,-7.56634669678148,3.66524129505193,5.53918680023571,-0.502512562814076,-1.29068462401796,3.80898237635019,-1.25958378970427,1.88574597892401,2.5040827436037,3.55815188528943,5.48717948717949,10.4521147301896,-2.77288732394366,1.22227252150293,-1.11806797853311,-3.93487109905021
Mauritania,MRT,Net migration,SM.POP.NETM,-318,-332,-342,-362,-390,-434,-466,-514,-565,-688,-855,-1014,-1139,-1201,-1321,-1472,-1645,-2999,-2998,-2997,-2997,-2998,-2998,-2998,-2998,-2998,-2998,-2998,-2997,-17941,-3000,-2997,34505,6217,5304,-22997,-28840,-8187,-8504,-2999,-2997,-21067,-18903,-19104,-19042,-18693,-18033,-17048,-3860,-1481,1128,3272,4515,-2987,-2980,-3019,-3008,-3001,-2987,-3019,-1483,-1483,2999,2999
Mauritania,MRT,"Population, total",SP.POP.TOTL,824298,846167,869184,893423,918955,945838,974157,1003843,1034739,1066754,1099806,1133702,1168355,1203838,1240188,1277330,1315336,1353768,1392713,1432758,1474043,1516877,1561176,1606746,1653693,1702107,1751835,1803014,1855859,1903048,1951878,2009738,2088135,2174328,2249454,2312017,2358188,2411306,2474651,2541698,2613441,2678760,2738655,2802046,2868664,2939059,3013660,3093059,3183269,3284448,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,0.726608378640378,-1.9837675752011,27.6908863519324,16.1383305020503,0.230961966714773,3.56713289695298,10.1964426246682,1.24853208914932,11.985931150312,1.84288643786725,-0.732907867878879,-4.58475693319915,12.1626110590569,-5.13437444709415,8.54610493021579,-1.87859368235064,-0.504713833016041,4.79003983768619,3.37121021902442,3.45028841966048,-2.33992412241979,3.73534202712098,-3.2268644524965,2.99476050442853,5.71357935480461,1.90038415182198,1.72039797622097,4.77758542001072,-1.77130453327383,1.78808728178532,1.87412573083665,5.87363743242209,-3.06073222460751,9.81980041888472,5.81882663411926,-4.04469652454378,2.77780478428346,3.67317831340802,-3.91802585208993,-0.799493830035985,1.38148396045266,6.92826957568474,4.73275787510946,8.56628732009419,18.3331986932345,-1.96942274988409,-0.331079223430805,0.0978759143320076,2.62022948104543,4.17278327815399,4.47001319170479,4.1508131898954,4.27482328814457,5.37633924099251,1.26090923067225,6.27054566937677,4.77217365692621,3.14100489306969,-0.360657384151068,0.742715395138262,6.79600510182286,6.50718719858594
Mauritius,MUS,Net migration,SM.POP.NETM,-7083,-8984,-6107,-5236,-4850,-3597,-4123,-1257,-2445,-674,-1281,-960,-2408,-2144,-4908,-3869,-3807,-3749,-3129,-2363,-1739,-1559,-2226,-1756,-258,615,852,-300,-1399,-2463,-1938,-1333,-1254,-1189,-1112,-1144,-1092,-1199,-1292,-1463,-2326,-3225,-3150,-3141,-3001,-2840,-2757,-2642,-2589,-2467,-2624,-2465,-3663,-3617,-3691,-3645,-4483,-5322,-5084,-5202,-5895,-4324,-2824,-2824
Mauritius,MUS,"Population, total",SP.POP.TOTL,676683,680757,700349,718861,736381,753000,768813,783917,798413,812405,826000,839230,852053,864819,878042,892000,906507,921379,933499,949888,966039,980462,992521,1001691,1012221,1020528,1028360,1036082,1043239,1051260,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,22.8490949956659,0.806486902725595,13.8945256143361,-6.889492993565,3.1969798965965,-3.56820454752456,4.38412936446954,-6.88965573613312,4.93297089035192,-0.402343022292044,4.27356344804602,8.346362138584,11.9816863254232,8.81182619793313,0.906090279353336,23.7524440170883,6.54761905410257,3.83080608607303,3.51652574676662,-10.0612584967252,5.8823529013973,5.49707592772934,0.383795309593225,4.69838572777768,6.9544754614702,9.742033321316,8.89103982665314,6.79134674767192,4.46514860724652,7.18673677096029,4.43544626177179,6.51269858283499,5.0820629557426,4.13614286145543,4.28773657145238,5.58784392666244,5.68747741886635,6.07194017756214,2.61093234413026,8.20279174865273,3.34754072731407,1.61491865862433,5.92544548947731,4.33001985464357,1.77754302034454,4.8655446077553,5.72701615981669,5.38696254207251,3.31507699790781,4.37720322344293,4.07753806610333,3.49611836470866,3.36040609974133,3.82696982009337,3.69055690369433,3.8624682634,3.93798380632353,4.00674057198549,2.89128499346516,-14.5465381490166,3.40379866177662,8.87988519700977,6.95828740328457
Mexico,MEX,Net migration,SM.POP.NETM,-85591,-56174,-59833,-66515,-72581,-78288,-87018,-98680,-116358,-137051,-164100,-185062,-193965,-200688,-207995,-216556,-229450,-239521,-243714,-246034,-252177,-361791,-382048,-402937,-425467,-445447,-451756,-415521,-374544,-386467,-321764,-326691,-344313,-358039,-354573,-340091,-343399,-340546,-321385,-328773,-356433,-378348,-379812,-369183,-346912,-310278,-244140,-105524,-50347,-30809,-40845,-37826,-128485,-120058,-228816,-291044,-304472,-227499,-175356,-169628,-147456,-122791,-108438,-101044
Mexico,MEX,"Population, total",SP.POP.TOTL,36724615,37890118,39129200,40424065,41772049,43174477,44629106,46129608,47668303,49233194,50814953,52412558,54030168,55667284,57320149,58982400,60645512,62308493,63979046,65648865,67300334,68892108,70433260,71971240,73506846,75043414,76585637,78136651,79695531,81247182,82820170,84430572,86044809,87653807,89259205,90862455,92452702,94021207,95575245,97115707,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,110374288,111999721,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.00000000072309,4.66441467253127,8.10688692761114,11.9054807657866,7.09999999747173,6.09613930256681,5.85492487897324,9.42327881831926,3.41862002349839,6.50248403469675,3.76246768495716,8.22880731245257,7.86111986063614,5.77682723020618,5.74448504862428,4.41744413626853,3.39063970656844,8.95694232786306,9.69817013704461,8.75662242586424,9.58584115454994,-0.0495863656386035,-4.62412795987231,3.51341334932273,1.91921578613494,-3.92995990782299,2.06336322631584,1.21826122938586,3.62544873456009,5.25004329944582,3.97590497138043,3.56861354412243,2.86699945461075,4.39412788764169,-5.91029962358286,6.21829715869302,7.19887615284711,6.18507893082885,2.75503039300564,5.02928399378261,-0.450845253215945,-0.236588001922641,1.18554486709559,3.56544100946846,2.11324712586392,4.80501352746852,2.07786393438754,0.943331863036903,-6.29525055780502,4.9713345832195,3.44404505794418,3.55321075993527,0.852101559410627,2.50376350288664,2.70232342550646,1.77249323845399,1.87172853327193,1.97208210249194,-0.392690521579212,-8.3540345574586,6.04848344290505,3.68911109348025,3.19998116598492
"Micronesia, Fed. Sts.",FSM,Net migration,SM.POP.NETM,193,193,193,-88,-88,-88,-88,-192,-192,-192,-192,-485,-484,-484,-484,-753,-753,-753,-291,-291,-291,-291,-291,-291,-291,-291,-291,-291,-994,-994,-993,-993,-589,-552,-1006,-2192,-2355,-2468,-2505,-2530,-2402,-2562,-2677,-2831,-2919,-2968,-3080,-3109,-3070,-2997,-1798,-1717,-1631,-1559,-1480,-1413,-1346,-1281,-1281,-1360,-680,-1190,-1159,-1134
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,43061,44610,46218,47744,49181,50684,52258,53846,55457,57145,58922,60636,62278,63986,65749,67428,69049,70753,72754,75054,77407,79794,82219,84680,87176,89707,92266,94844,97097,99003,100888,102754,104806,107066,109075,110230,110710,111071,111377,111680,112044,112365,112448,112285,111925,111412,110729,109880,108936,107957,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916,111624,112114,112630
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,2.30157453484256,1.06691546739161,33.9300078411577,15.3272774471001,0.0742880925754577,0.35632318115853,2.4262143303918,5.64020918447967,2.11922371015503,-7.19641118821309,9.72372488530095,-2.62106412121126,1.9299968371346,-3.95249848429533,16.5506760705722,7.97934730131369,1.19976004799041,2.54890337877889,3.52601156069363,3.74092685650476,7.42734122712594,4.00801603206413,8.14065510597301,-0.534521158129181,7.01446484549932,-3.18237151897384,-6.0609374365163,2.8505158599975,1.37443838961255,4.83390378617111,2.16760244050491,0.546997672499344,1.57211506743108,-3.08015304747474,2.04186716395544,-0.0810552934164832,-1.83618529402398,-2.40849258666222,1.09309924105246,2.25938995585932,3.18857475473928,-1.86681975475544,-3.67976779073483,-2.30577574529325,4.62188400404939,0.484101802387045,0.823045267489704,0,4.08163265306123,-1.9607843137255,2.8,-0.778210116731515,0.784313725490193
Moldova,MDA,Net migration,SM.POP.NETM,13697,14818,15884,16816,17509,18066,18601,19175,19830,20561,606,-61,481,1156,1785,2355,2885,3245,3483,-6912,-3693,-6452,-8412,-10543,-12732,-10627,-8769,-10796,-4989,-29307,-30053,-29204,-30136,-31526,-31616,-31975,-33369,-41743,-41975,-43111,-43854,-45043,-45833,-46947,-52491,-68681,-72061,-75734,-79593,-83546,-84039,-82271,-81215,-77571,-67175,-59399,-51642,-43871,-36085,-41233,-33405,-33405,89154,-18570
Moldova,MDA,"Population, total",SP.POP.TOTL,2058020,2103327,2147227,2188895,2228000,2265287,2301871,2337695,2373073,2408469,2437590,2460611,2484742,2510584,2538164,2566998,2596491,2626298,2656211,2683035,2708675,2735987,2763101,2791207,2820518,2850787,2883057,2916306,2948891,2970039,2977912,2981566,2980965,2975966,2966745,2953200,2947293,2936413,2935227,2930622,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-16.0000002715149,-29.0999999176414,-1.1999999330268,-30.9000002261447,-1.39999905491376,-5.87706028626823,1.64706456037401,-6.54219207711182,-3.36825447657218,2.10771608200733,6.10000039929173,7.79999965773833,6.59999995777716,7.39999973358189,7.5000001493726,4.79999983670831,3.00000022585525,7.80000014541523,-6.00000026352828,7.10000010705836,5.81816614684824,-0.589733954762579,9.0438656074181,4.99962585407656,-0.338235622387202,4.64601436259409,4.17561205106279,4.07559546585034,3.5523140853476,-8.27597831976949,13.9299997889786,-5.01548231924089,0.78324270969388
Monaco,MCO,Net migration,SM.POP.NETM,103,52,283,333,287,243,162,67,388,450,406,358,294,218,198,458,459,407,355,306,256,201,447,456,412,374,340,315,304,285,289,299,293,276,262,246,229,212,173,64,-33,-69,-60,-68,-112,-147,-209,-274,206,785,808,866,906,926,916,939,798,798,999,-198,999,999,995,88
Monaco,MCO,"Population, total",SP.POP.TOTL,21808,21901,22078,22385,22686,22941,23131,23230,23437,23831,24229,24576,24862,25072,25235,25500,25895,26273,26605,26892,27122,27293,27561,27960,28356,28731,29093,29446,29781,30084,30358,30625,30887,31136,31375,31609,31837,32063,32267,32410,32455,32447,32422,32374,32307,32210,32057,31837,31836,32364,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050,38527,38931,38956
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,5.22806002306334,4.64830962143698,6.55375750568663,4.47461105113078,-0.972637494746181,4.41162878464969,3.55323607971012,3.95355130351356,3.53420492941619,1.68545743376301,0.922378365935245,2.4323894752107,1.194973349035,1.4845156308988,1.70869968354268,2.4523646833738,2.48457417040042,4.59860147535215,4.1636593103912,2.64345417053957,1.01512911296157,1.36663952678862,-0.913919721547302,2.21562422660615,2.11715302190068,1.11073179729593,2.23724927742614,3.50326599643141,3.30053899589946,3.91022992758094,2.18773369040099,1.02649757327522,1.08753654746801,2.47048260499609,1.89541410859198,5.81764849670007,14.4375144375144,0.746871215179652,-11.3369865758365,2.06521962654098,7.02235694617619,1.01221841230461,9.57709832354816,7.18702777537968,4.91037176536236,3.00844358752744,-3.20618323813213,5.69790121192926,7.12088951975396,-13.2391048292108,22.2322155851208,11.0469394271752,5.04338259195359
Mongolia,MNG,Net migration,SM.POP.NETM,10334,10440,9049,3687,4599,5610,5837,5139,3535,2366,3263,4238,4999,5647,6153,6556,6577,5354,1833,-1296,-1268,-1615,-2132,-2522,-2452,-1719,354,1855,2459,-9757,-11881,-11427,-8404,-5429,-5449,-7346,-8626,-9132,-10315,-13481,-11241,-10244,-8934,-7986,-8148,-8924,-11934,-15220,-17277,-15007,-6444,-505,351,1505,2921,4307,5633,6831,7811,8660,0,0,0,0
Mongolia,MNG,"Population, total",SP.POP.TOTL,977595,1009284,1041444,1071362,1100234,1131177,1163754,1196996,1229930,1262284,1295272,1330071,1366821,1405502,1446050,1488296,1531945,1576245,1619468,1660659,1701335,1742857,1785364,1829092,1874349,1921514,1970965,2022800,2076322,2124185,2098710,2165342,2167790,2165130,2189395,2224945,2259507,2291750,2323809,2356813,2388299,2417751,2449027,2480374,2508412,2536407,2567168,2601850,2643201,2691115,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.34213611505781,5.83403795449493,5.93341945270095,5.71287226080142,9.37499451271673,3.45864847134953,5.10797231165017,4.17819574333862,-3.18446017825207,-8.69354473126558,-9.25646570382904,-3.16879155027824,2.13438269473237,6.3764268864666,2.23509384338665,3.89671358377919,3.33993659935817,3.07036901086266,1.14606213709108,2.95271054338117,4.73297846590111,7.00463457384886,10.6254059599309,7.25366543796015,8.55623481664365,10.2480163590057,8.90036794067551,-1.26859893608282,6.3651616786311,17.2907775869555,12.3198198494032,11.6489161878925,7.88522548204762,2.37983580731722,1.48978448679577,5.63687638694772,7.74488062024881,5.60224422064255,-4.55775197583431,1.63676957736662,5.0327096366527,7.4221127615025
Montenegro,MNE,Net migration,SM.POP.NETM,-2467,-2254,-2606,-2800,-2734,-2743,-2751,-2519,-2404,-2456,-2013,-1856,-1922,-1778,-1669,-1588,-1447,-1364,-1103,-718,-450,-2287,-3151,-3190,-3074,-3013,-2747,-2569,-2165,-1730,-1705,-2630,-2942,-2835,-2889,-3082,-3051,-3077,-3326,-3487,-3734,-3511,-3357,-3178,-1997,-2247,-2735,-3056,-3326,-3456,-2276,0,-1583,-2478,-4357,-4863,-5274,-4948,-5058,-4083,-3310,-2344,26332,12000
Montenegro,MNE,"Population, total",SP.POP.TOTL,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,619211,617213,616177
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.90000584633145,-9.39999812434989,3.10000005928039,1.09983870937067,1.9039367333292,2.48265922878484,4.42605071745102,4.18060450885476,8.56641802964207,6.81015012526991,7.22275259212526,-5.79509699477244,2.73433108233829,3.22845102061061,-2.72379077130623,3.54897991245058,1.78369858106701,3.39038139712073,2.94928032097511,4.71646527572034,5.0778888113381,4.06294499167197,-15.3068937570407,13.0434642521552,6.40668032879275,6.33769754243548
