Country Name,Country Code,Year,GDP,Net Migration
Montenegro,MNE,2002,1284685050.52413,-3357.0
Mongolia,MNG,2002,1396555719.97409,-8934.0
Northern Mariana Islands,MNP,2002,1284000000.0,-2525.0
Mozambique,MOZ,2002,5950769426.60213,-103102.0
Mauritania,MRT,2002,1777057481.26043,-18903.0
Mauritius,MUS,2002,4906494249.38255,-3150.0
Malawi,MWI,2002,5087328437.8737,-30013.0
Malaysia,MYS,2002,100845526315.789,196227.0
North America,NAC,2002,11693694562098.0,1544464.0
Namibia,NAM,2002,3349169826.38896,-1913.0
New Caledonia,NCL,2002,3740056747.71979,1140.0
Niger,NER,2002,2782192878.67204,-9550.0
Nigeria,NGA,2002,95054059302.6995,69594.0
Nicaragua,NIC,2002,5223727302.54906,-44906.0
Netherlands,NLD,2002,475529972122.746,28824.0
Norway,NOR,2002,195914852576.467,17279.0
Nepal,NPL,2002,6050875806.66403,-153730.0
Nauru,NRU,2002,21017423.6082043,-247.0
New Zealand,NZL,2002,66627729311.4495,48195.0
OECD members,OED,2002,28618593207391.8,3129937.0
Oman,OMN,2002,23065539661.8986,-20098.0
Other small states,OSS,2002,61653471005.1403,84008.0
Pakistan,PAK,2002,97923302809.3537,-653758.0
Panama,PAN,2002,12800851300.0,3099.0
Peru,PER,2002,54777553515.0809,-157158.0
Philippines,PHL,2002,84307345887.543,-268520.0
Palau,PLW,2002,162665500.0,67.0
Papua New Guinea,PNG,2002,2999511040.19764,42657.0
Poland,POL,2002,199694463255.567,-16462.0
Pre-demographic dividend,PRE,2002,309411061924.6,655419.0
Puerto Rico,PRI,2002,71623500000.0,-25268.0
Portugal,PRT,2002,134795565549.419,42169.0
Paraguay,PRY,2002,7196260656.84556,-36918.0
West Bank and Gaza,PSE,2002,3555800000.0,-35038.0
Pacific island small states,PSS,2002,3556381489.85524,-21008.0
Post-demographic dividend,PST,2002,27285111272475.3,3541981.0
French Polynesia,PYF,2002,3965405552.5203,-687.0
Qatar,QAT,2002,19363736263.7363,22356.0
Romania,ROU,2002,46065502702.5817,-106585.0
Russian Federation,RUS,2002,345470494417.863,1358944.0
Rwanda,RWA,2002,1966003468.49117,-91518.0
South Asia,SAS,2002,695456014025.075,-1600582.0
Saudi Arabia,SAU,2002,189605866666.667,500508.0
Sudan,SDN,2002,18137128388.3606,-180603.0
Senegal,SEN,2002,7006402319.75856,-40554.0
Singapore,SGP,2002,92538372869.6942,-40023.0
Solomon Islands,SLB,2002,346406738.885237,-4691.0
Sierra Leone,SLE,2002,1933864034.188,86578.0
El Salvador,SLV,2002,12664190300.0,-90908.0
San Marino,SMR,2002,1148872072.38556,241.0
Somalia,SOM,2002,2192684134.59273,12603.0
Serbia,SRB,2002,17930583571.3055,1562.0
Sub-Saharan Africa (excluding high income),SSA,2002,446063787652.055,-527781.0
Sub-Saharan Africa,SSF,2002,446810537330.99,-527356.0
Small states,SST,2002,83902231734.4289,51896.0
Sao Tome and Principe,STP,2002,85171073.8777498,-690.0
Suriname,SUR,2002,1093574468.08511,2076.0
Slovak Republic,SVK,2002,35243658398.7546,-580.0
Slovenia,SVN,2002,23214593516.2095,1975.0
Sweden,SWE,2002,267373345246.531,31364.0
Eswatini,SWZ,2002,1432221739.12342,-9209.0
Seychelles,SYC,2002,742134837.50919,425.0
Syrian Arab Republic,SYR,2002,20669357462.3831,-35096.0
Turks and Caicos Islands,TCA,2002,366707900.0,792.0
Chad,TCD,2002,1997005708.81576,20400.0
East Asia & Pacific (IDA & IBRD countries),TEA,2002,2042195088611.13,-1196542.0
Europe & Central Asia (IDA & IBRD countries),TEC,2002,1024134515969.2,771594.0
Togo,TGO,2002,2410199032.43102,-5973.0
Thailand,THA,2002,134300904400.022,105215.0
Tajikistan,TJK,2002,1221106220.2868,-20526.0
Turkmenistan,TKM,2002,4462029108.72349,18803.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,1927280719037.18,-1013260.0
Timor-Leste,TLS,2002,469455500.0,35935.0
Middle East & North Africa (IDA & IBRD countries),TMN,2002,459606900952.368,-755885.0
Tonga,TON,2002,182764260.095439,-1815.0
South Asia (IDA & IBRD),TSA,2002,695456014025.075,-1600582.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,446810537330.99,-527356.0
Trinidad and Tobago,TTO,2002,9008298228.60273,-3613.0
Tunisia,TUN,2002,23141616604.5242,-8334.0
Turkiye,TUR,2002,240249071871.106,-129444.0
Tuvalu,TUV,2002,16842672.5952874,-104.0
Tanzania,TZA,2002,14129651895.6911,-118047.0
Uganda,UGA,2002,6178563591.12051,-35149.0
Ukraine,UKR,2002,43956163612.0433,-26991.0
Upper middle income,UMC,2002,4406965160468.0,-2316039.0
Uruguay,URY,2002,13606515722.5864,-16957.0
United States,USA,2002,10929108000000.0,1336518.0
Uzbekistan,UZB,2002,9687788512.80184,-47679.0
St. Vincent and the Grenadines,VCT,2002,487763851.851852,-1333.0
"Venezuela, RB",VEN,2002,92893587733.6549,-3944.0
Virgin Islands (U.S.),VIR,2002,3262000000.0,-869.0
Viet Nam,VNM,2002,35064105500.8344,-193766.0
Vanuatu,VUT,2002,262596535.549028,-329.0
World,WLD,2002,34940171807391.6,0.0
Samoa,WSM,2002,281790134.211972,-3624.0
"Yemen, Rep.",YEM,2002,10693430511.4664,-59648.0
South Africa,ZAF,2002,129087556612.449,50313.0
Zambia,ZMB,2002,4193850445.42632,3206.0
Zimbabwe,ZWE,2002,6342116400.0,-101212.0
Aruba,ABW,2003,2044111731.84358,329.0
Africa Eastern and Southern,AFE,2003,355716369350.727,-517323.0
Afghanistan,AFG,2003,4520946818.54581,247317.0
Africa Western and Central,AFW,2003,207754986627.128,-72858.0
Angola,AGO,2003,17812704586.4397,80828.0
Albania,ALB,2003,5611496257.14231,-48517.0
Andorra,AND,2003,2366941808.94404,4924.0
Arab World,ARB,2003,830076468636.6,183300.0
United Arab Emirates,ARE,2003,124346358066.712,177237.0
Argentina,ARG,2003,127586973492.177,-22450.0
Armenia,ARM,2003,2807061008.69084,-29616.0
American Samoa,ASM,2003,524000000.0,-1488.0
Antigua and Barbuda,ATG,2003,947955555.555555,32.0
Australia,AUS,2003,467739079790.332,104437.0
Austria,AUT,2003,260779834340.097,44362.0
Azerbaijan,AZE,2003,7276413079.11451,13153.0
Burundi,BDI,2003,784654423.620476,36719.0
Belgium,BEL,2003,318082528506.588,34472.0
Benin,BEN,2003,5349258094.48239,4283.0
Burkina Faso,BFA,2003,4740768142.67494,15359.0
Bangladesh,BGD,2003,60158929188.2556,-896335.0
Bulgaria,BGR,2003,21144957990.4681,-13183.0
Bahrain,BHR,2003,11074813829.7872,45571.0
"Bahamas, The",BHS,2003,8870090000.0,949.0
Bosnia and Herzegovina,BIH,2003,8498894359.38629,-27396.0
Belarus,BLR,2003,17825444724.4878,-10795.0
Belize,BLZ,2003,1308900000.0,1870.0
Bermuda,BMU,2003,4186525000.0,-114.0
Bolivia,BOL,2003,8082399639.54305,-19621.0
Brazil,BRA,2003,558233745651.874,-55350.0
Barbados,BRB,2003,3209500000.0,248.0
Brunei Darussalam,BRN,2003,7167725264.75135,1383.0
Bhutan,BTN,2003,651935430.314445,3921.0
Botswana,BWA,2003,7511582173.37724,4488.0
Central African Republic,CAF,2003,1142315522.53864,-18097.0
Canada,CAN,2003,895540646634.787,185643.0
Central Europe and the Baltics,CEB,2003,634385728023.21,-122185.0
Switzerland,CHE,2003,362075086507.76,42567.0
Channel Islands,CHI,2003,7332244897.95918,774.0
Chile,CHL,2003,76492579644.0605,9225.0
China,CHN,2003,1660280543846.79,-613223.0
Cote d'Ivoire,CIV,2003,21251754340.4305,-99880.0
Cameroon,CMR,2003,15970315034.9903,-18568.0
"Congo, Dem. Rep.",COD,2003,8937567059.87754,-106731.0
"Congo, Rep.",COG,2003,3503723087.74483,26280.0
Colombia,COL,2003,94644969157.0987,-33114.0
Comoros,COM,2003,546885222.713065,-4112.0
Cabo Verde,CPV,2003,813260468.873834,-2898.0
Costa Rica,CRI,2003,17271760506.9483,5216.0
Caribbean small states,CSS,2003,19254397501.9767,-8900.0
Cuba,CUB,2003,35901200000.0,-24916.0
Curacao,CUW,2003,2202117374.30168,1014.0
Cyprus,CYP,2003,14547329558.3239,12786.0
Czechia,CZE,2003,100435924704.881,25997.0
Germany,DEU,2003,2534715518349.01,142009.0
Djibouti,DJI,2003,622044665.515049,-5636.0
Dominica,DMA,2003,343311111.111111,-252.0
Denmark,DNK,2003,218421193436.252,7228.0
Dominican Republic,DOM,2003,21403167848.1444,-36657.0
Algeria,DZA,2003,73482264190.9245,-39421.0
East Asia & Pacific (excluding high income),EAP,2003,2314251832220.05,-1130524.0
Early-demographic dividend,EAR,2003,3621672593945.36,-2529975.0
East Asia & Pacific,EAS,2003,8703213788319.02,-958969.0
Europe & Central Asia (excluding high income),ECA,2003,497108250027.864,-406473.0
Europe & Central Asia,ECS,2003,13559252998387.9,1705322.0
Ecuador,ECU,2003,30965208000.0,-22641.0
"Egypt, Arab Rep.",EGY,2003,80288461538.4615,9854.0
Euro area,EMU,2003,8921228122867.81,1646907.0
Eritrea,ERI,2003,870248267.550163,76703.0
Spain,ESP,2003,907963217057.645,658428.0
Estonia,EST,2003,9876595528.45528,-3705.0
Ethiopia,ETH,2003,8623691300.04079,-13744.0
European Union,EUU,2003,9956956923132.02,1583811.0
Fragile and conflict affected situations,FCS,2003,470618172949.344,-332350.0
Finland,FIN,2003,171612867735.686,5929.0
Fiji,FJI,2003,2300492465.32276,-6411.0
France,FRA,2003,1835095983049.09,195616.0
Faroe Islands,FRO,2003,1501941580.88903,325.0
"Micronesia, Fed. Sts.",FSM,2003,245432900.0,-2831.0
Gabon,GAB,2003,6511903365.47554,5434.0
United Kingdom,GBR,2003,2054422857142.86,211846.0
Georgia,GEO,2003,3991377904.13162,-31075.0
Ghana,GHA,2003,7632723555.66221,28768.0
Guinea,GIN,2003,5025167975.26363,-36934.0
"Gambia, The",GMB,2003,487038685.045496,-3713.0
Guinea-Bissau,GNB,2003,553614800.145707,-5487.0
Equatorial Guinea,GNQ,2003,2484745935.09329,27696.0
Greece,GRC,2003,196930509813.384,25323.0
Grenada,GRD,2003,591018407.407407,-605.0
Greenland,GRL,2003,1558759823.08169,-295.0
Guatemala,GTM,2003,21576351798.9145,-54701.0
Guam,GUM,2003,3569000000.0,-1800.0
Guyana,GUY,2003,743063950.317749,-11551.0
High income,HIC,2003,32602867208416.0,4514649.0
"Hong Kong SAR, China",HKG,2003,161385558801.811,17753.0
Honduras,HND,2003,8230391346.67228,-7982.0
Heavily indebted poor countries (HIPC),HPC,2003,215718549428.875,-637639.0
Croatia,HRV,2003,35245317001.8224,12556.0
Haiti,HTI,2003,5071947798.27263,-26518.0
Hungary,HUN,2003,85285062818.0077,13879.0
IBRD only,IBD,2003,6787013105172.54,-1862680.0
IDA & IBRD total,IBT,2003,7410043044889.59,-4336082.0
IDA total,IDA,2003,623833822033.598,-2473402.0
IDA blend,IDB,2003,281703589464.072,-280562.0
Indonesia,IDN,2003,234772463823.808,-97732.0
IDA only,IDX,2003,342661759610.607,-2192840.0
Isle of Man,IMN,2003,2252620408.16327,739.0
India,IND,2003,607700687237.318,-606970.0
Ireland,IRL,2003,164670771259.602,32220.0
"Iran, Islamic Rep.",IRN,2003,151911222120.261,700222.0
Iraq,IRQ,2003,21921569478.8163,-27236.0
Iceland,ISL,2003,11429333037.8443,-204.0
Israel,ISR,2003,131314894271.096,6684.0
Italy,ITA,2003,1582930016538.82,478578.0
Jamaica,JAM,2003,9430234810.78586,-17380.0
Jordan,JOR,2003,10195627644.5698,-11699.0
Japan,JPN,2003,4519561645253.53,74875.0
Kazakhstan,KAZ,2003,30833692900.1091,-16027.0
Kenya,KEN,2003,14904517649.8476,24175.0
Kyrgyz Republic,KGZ,2003,1919008090.49641,-30686.0
Cambodia,KHM,2003,5046693484.31767,-57026.0
Kiribati,KIR,2003,96105634.747436,-157.0
St. Kitts and Nevis,KNA,2003,469869869.86987,-224.0
"Korea, Rep.",KOR,2003,702714855193.904,-31994.0
Kuwait,KWT,2003,47874582231.588,5895.0
Latin America & Caribbean (excluding high income),LAC,2003,1793950754023.56,-1038945.0
Lao PDR,LAO,2003,2023324407.28414,-36572.0
Lebanon,LBN,2003,20082918739.6352,1674.0
Liberia,LBR,2003,748000000.0,-103564.0
Libya,LBY,2003,26265625000.0,12073.0
St. Lucia,LCA,2003,987407407.407407,-397.0
Latin America & Caribbean,LCN,2003,2091860862682.09,-1085184.0
Least developed countries: UN classification,LDC,2003,267725208023.041,-1761321.0
Low income,LIC,2003,143795108872.313,-252907.0
Liechtenstein,LIE,2003,3070803051.42164,189.0
Sri Lanka,LKA,2003,18881765437.2151,-107573.0
Lower middle income,LMC,2003,1434282051769.71,-3319645.0
Low & middle income,LMY,2003,6488019627638.12,-4504646.0
Lesotho,LSO,2003,1157825434.78971,-31723.0
Late-demographic dividend,LTE,2003,4262675973508.5,-738745.0
Lithuania,LTU,2003,18809197969.5431,-22701.0
Luxembourg,LUX,2003,29667268248.1305,5581.0
Latvia,LVA,2003,11244337719.8377,-11422.0
"Macao SAR, China",MAC,2003,8246479565.94248,11689.0
Morocco,MAR,2003,58029363354.2757,-84460.0
Monaco,MCO,2003,3597089750.78276,-68.0
Moldova,MDA,2003,1980907434.76826,-46947.0
Madagascar,MDG,2003,6372498889.66585,-18345.0
Maldives,MDV,2003,1052121054.6875,578.0
Middle East & North Africa,MEA,2003,1091930842811.8,1162875.0
Mexico,MEX,2003,765549967703.273,-369183.0
Marshall Islands,MHL,2003,131128500.0,-1427.0
Middle income,MIC,2003,6346128555768.17,-4251739.0
North Macedonia,MKD,2003,4946296599.08467,-2880.0
Mali,MLI,2003,4714071979.68835,-11768.0
Malta,MLT,2003,5418313424.45366,1626.0
Myanmar,MMR,2003,10467109977.6717,-165739.0
Middle East & North Africa (excluding high income),MNA,2003,507826676342.011,408287.0
Montenegro,MNE,2003,1707710053.14938,-3178.0
Mongolia,MNG,2003,1595297355.78349,-7986.0
Northern Mariana Islands,MNP,2003,1239000000.0,-2734.0
Mozambique,MOZ,2003,6583526860.58062,-99484.0
Mauritania,MRT,2003,2051147606.73687,-19104.0
Mauritius,MUS,2003,5894873919.74797,-3141.0
Malawi,MWI,2003,4669789300.35662,-31729.0
Malaysia,MYS,2003,110202368421.053,199510.0
North America,NAC,2003,12356177171634.8,1516905.0
Namibia,NAM,2003,4926439383.51425,-6153.0
New Caledonia,NCL,2003,4915353827.10576,1173.0
Niger,NER,2003,3394084732.49543,-8841.0
Nigeria,NGA,2003,104738954264.226,33857.0
Nicaragua,NIC,2003,5322228350.58068,-44931.0
Netherlands,NLD,2003,582435617081.96,7937.0
Norway,NOR,2003,229385469337.024,11389.0
Nepal,NPL,2003,6330473096.54071,-168314.0
Nauru,NRU,2003,24778159.5806639,-199.0
New Zealand,NZL,2003,88250885550.2626,42456.0
OECD members,OED,2003,32010234222890.3,3147001.0
Oman,OMN,2003,24733680104.0312,-19265.0
Other small states,OSS,2003,75806502290.686,20363.0
Pakistan,PAK,2003,112371913740.823,-219118.0
Panama,PAN,2003,13603456000.0,3352.0
Peru,PER,2003,58731030121.8671,-181276.0
Philippines,PHL,2003,87039092974.2272,-248066.0
Palau,PLW,2003,154559900.0,71.0
Papua New Guinea,PNG,2003,3536411824.2958,43639.0
Poland,POL,2003,218561225998.47,-19039.0
Pre-demographic dividend,PRE,2003,337088046079.491,-297428.0
Puerto Rico,PRI,2003,74827400000.0,-24947.0
Portugal,PRT,2003,165226175536.793,24740.0
Paraguay,PRY,2003,7691367471.17992,-39941.0
West Bank and Gaza,PSE,2003,3968000000.0,-35968.0
Pacific island small states,PSS,2003,4239895642.88844,-21785.0
Post-demographic dividend,PST,2003,30595446445073.8,3608494.0
French Polynesia,PYF,2003,4927780606.7707,78.0
Qatar,QAT,2003,23533791208.7912,22234.0
Romania,ROU,2003,57806384143.166,-107139.0
Russian Federation,RUS,2003,430347420184.885,256804.0
Rwanda,RWA,2003,2138237278.73822,-25355.0
South Asia,SAS,2003,811668772003.7,-1746494.0
Saudi Arabia,SAU,2003,215807733333.333,514606.0
Sudan,SDN,2003,21355298459.5955,-281001.0
Senegal,SEN,2003,8768721563.18211,-57213.0
Singapore,SGP,2003,97646401095.6369,-30012.0
Solomon Islands,SLB,2003,417668983.408349,-4881.0
Sierra Leone,SLE,2003,2142618349.81099,69185.0
El Salvador,SLV,2003,13243892200.0,-89146.0
San Marino,SMR,2003,1462590266.59186,277.0
Somalia,SOM,2003,2836724351.5616,33174.0
Serbia,SRB,2003,23593044417.5086,6854.0
Sub-Saharan Africa (excluding high income),SSA,2003,561841797160.448,-590497.0
Sub-Saharan Africa,SSF,2003,562596341824.35,-590181.0
Small states,SST,2003,99300795435.5511,-10322.0
Sao Tome and Principe,STP,2003,102085769.123419,-816.0
Suriname,SUR,2003,1274190311.41869,2345.0
Slovak Republic,SVK,2003,46616149116.7411,-646.0
Slovenia,SVN,2003,29360575031.8177,3218.0
Sweden,SWE,2003,334074051172.972,29161.0
Eswatini,SWZ,2003,2197598466.25447,-9595.0
Seychelles,SYC,2003,750847230.099263,316.0
Syrian Arab Republic,SYR,2003,21828144686.0394,-33920.0
Turks and Caicos Islands,TCA,2003,409753600.0,797.0
Chad,TCD,2003,2742815071.5744,105140.0
East Asia & Pacific (IDA & IBRD countries),TEA,2003,2311526769335.92,-1127935.0
Europe & Central Asia (IDA & IBRD countries),TEC,2003,1260030816823.27,-276474.0
Togo,TGO,2003,2987984050.99318,-2793.0
Thailand,THA,2003,152280615245.887,105917.0
Tajikistan,TJK,2003,1555318261.4172,-22562.0
Turkmenistan,TKM,2003,5977440582.80171,17625.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,1960487705779.4,-1039253.0
Timor-Leste,TLS,2003,490439100.0,-12810.0
Middle East & North Africa (IDA & IBRD countries),TMN,2003,503858676342.011,444255.0
Tonga,TON,2003,202246611.77407,-1844.0
South Asia (IDA & IBRD),TSA,2003,811668772003.7,-1746494.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,562596341824.35,-590181.0
Trinidad and Tobago,TTO,2003,11305459802.0683,-3472.0
Tunisia,TUN,2003,27453902261.4629,-12459.0
Turkiye,TUR,2003,314595572145.767,-121383.0
Tuvalu,TUV,2003,19456338.0318228,-16.0
Tanzania,TZA,2003,15211487708.7684,-127101.0
Uganda,UGA,2003,6606884275.23087,-96429.0
Ukraine,UKR,2003,52010355753.0461,18540.0
Upper middle income,UMC,2003,4911775371854.07,-932094.0
Uruguay,URY,2003,12045638351.8507,-17105.0
United States,USA,2003,11456450000000.0,1331376.0
Uzbekistan,UZB,2003,10134453435.4603,-44092.0
St. Vincent and the Grenadines,VCT,2003,509090888.888889,-1315.0
"Venezuela, RB",VEN,2003,83620628582.1082,-5729.0
Virgin Islands (U.S.),VIR,2003,3443000000.0,-889.0
Viet Nam,VNM,2003,39552513231.9169,-216062.0
Vanuatu,VUT,2003,314471413.001776,-342.0
World,WLD,2003,39181755907935.4,0.0
Samoa,WSM,2003,333426188.41876,-3748.0
"Yemen, Rep.",YEM,2003,11777532662.0499,-64737.0
South Africa,ZAF,2003,197018965308.697,65604.0
Zambia,ZMB,2003,4901869764.05957,20845.0
Zimbabwe,ZWE,2003,5727591800.0,-96667.0
Aruba,ABW,2004,2254830726.25698,326.0
Africa Eastern and Southern,AFE,2004,442696185950.818,-472255.0
Afghanistan,AFG,2004,5224896718.67782,-269194.0
Africa Western and Central,AFW,2004,256907774242.77,-15775.0
Angola,AGO,2004,23552057679.4994,90553.0
Albania,ALB,2004,7184685781.51876,-48654.0
Andorra,AND,2004,2900245324.49221,4248.0
Arab World,ARB,2004,987316008401.59,453391.0
United Arab Emirates,ARE,2004,147824370319.946,176319.0
Argentina,ARG,2004,164657930452.787,-22381.0
Armenia,ARM,2004,3576615240.41616,-30103.0
American Samoa,ASM,2004,509000000.0,-1544.0
Antigua and Barbuda,ATG,2004,1026181481.48148,93.0
Australia,AUS,2004,614659980082.515,110072.0
Austria,AUT,2004,299210411454.823,55007.0
Azerbaijan,AZE,2004,8680405740.94125,13486.0
Burundi,BDI,2004,915257323.3961,47091.0
Belgium,BEL,2004,369214712443.206,35143.0
Benin,BEN,2004,6190270380.49856,4173.0
Burkina Faso,BFA,2004,5451688537.60959,17570.0
Bangladesh,BGD,2004,65108544250.0425,-970264.0
Bulgaria,BGR,2004,26157743368.8716,-13604.0
Bahrain,BHR,2004,13150159574.4681,45413.0
"Bahamas, The",BHS,2004,9055290000.0,1030.0
Bosnia and Herzegovina,BIH,2004,10156541538.399,-68008.0
Belarus,BLR,2004,23141566292.9462,-10424.0
Belize,BLZ,2004,1400850000.0,1980.0
Bermuda,BMU,2004,4484703000.0,-182.0
Bolivia,BOL,2004,8773451751.5121,-17385.0
Brazil,BRA,2004,669289424806.307,-76661.0
Barbados,BRB,2004,3444500000.0,273.0
Brunei Darussalam,BRN,2004,8619178799.47025,1261.0
Bhutan,BTN,2004,735348490.428435,3642.0
Botswana,BWA,2004,8957467706.5354,4314.0
Central African Republic,CAF,2004,1272360517.32373,-16510.0
Canada,CAN,2004,1026690238278.25,194611.0
Central Europe and the Baltics,CEB,2004,763595926995.989,-161032.0
Switzerland,CHE,2004,403912891033.374,39484.0
Channel Islands,CHI,2004,8553643354.08275,768.0
Chile,CHL,2004,99075985773.176,11495.0
China,CHN,2004,1955346768721.39,-770977.0
Cote d'Ivoire,CIV,2004,23510575681.3686,-108869.0
Cameroon,CMR,2004,18826214135.6419,-19444.0
"Congo, Dem. Rep.",COD,2004,10297483481.223,4260.0
"Congo, Rep.",COG,2004,4656974940.12721,25412.0
Colombia,COL,2004,117092416666.245,-25949.0
Comoros,COM,2004,633706110.795614,-2455.0
Cabo Verde,CPV,2004,924940011.836897,-2993.0
Costa Rica,CRI,2004,18610594846.2083,4856.0
Caribbean small states,CSS,2004,20288513843.515,-13077.0
Cuba,CUB,2004,38203000000.0,-16776.0
Curacao,CUW,2004,2237160502.7933,1006.0
Cyprus,CYP,2004,17320551250.0,12583.0
Czechia,CZE,2004,120147899983.657,26030.0
Germany,DEU,2004,2852317768061.78,81735.0
Djibouti,DJI,2004,666072101.777505,-5249.0
Dominica,DMA,2004,367200000.0,-254.0
Denmark,DNK,2004,251986155630.852,5166.0
Dominican Republic,DOM,2004,22322387382.494,-36851.0
Algeria,DZA,2004,91913680985.1708,-38648.0
East Asia & Pacific (excluding high income),EAP,2004,2683483098763.17,-1296139.0
Early-demographic dividend,EAR,2004,4208355525102.01,-2045629.0
East Asia & Pacific,EAS,2004,9759733268577.71,-1067145.0
Europe & Central Asia (excluding high income),ECA,2004,639831518379.501,-499111.0
Europe & Central Asia,ECS,2004,15805048200655.6,1526958.0
Ecuador,ECU,2004,35194947000.0,-20940.0
"Egypt, Arab Rep.",EGY,2004,78782467532.4675,-3044.0
Euro area,EMU,2004,10231007047364.3,1525801.0
Eritrea,ERI,2004,1109054005.43971,-6374.0
Spain,ESP,2004,1069829382514.67,661158.0
Estonia,EST,2004,12148595031.0559,-3681.0
Ethiopia,ETH,2004,10131187261.4421,-25430.0
European Union,EUU,2004,11449209190750.6,1430224.0
Fragile and conflict affected situations,FCS,2004,596965161825.212,-608840.0
Finland,FIN,2004,197458297639.769,6956.0
Fiji,FJI,2004,2708078476.63012,-6484.0
France,FRA,2004,2109792297237.03,200629.0
Faroe Islands,FRO,2004,1724770770.83393,319.0
"Micronesia, Fed. Sts.",FSM,2004,240236000.0,-2919.0
Gabon,GAB,2004,7770219008.21293,6830.0
United Kingdom,GBR,2004,2421525082387.4,276077.0
Georgia,GEO,2004,5125365191.98664,-30614.0
Ghana,GHA,2004,8881417906.71432,34433.0
Guinea,GIN,2004,5300767960.51572,-56036.0
"Gambia, The",GMB,2004,961900651.423441,-3636.0
Guinea-Bissau,GNB,2004,582169841.298304,-5144.0
Equatorial Guinea,GNQ,2004,4410764338.66733,28578.0
Greece,GRC,2004,234979615898.225,29039.0
Grenada,GRD,2004,599118592.592593,-621.0
Greenland,GRL,2004,1822499769.23938,-311.0
Guatemala,GTM,2004,23577298094.6571,-47409.0
Guam,GUM,2004,3869000000.0,-2035.0
Guyana,GUY,2004,787814379.183843,-11938.0
High income,HIC,2004,36421520433118.0,4503666.0
"Hong Kong SAR, China",HKG,2004,169099768875.193,8169.0
Honduras,HND,2004,8869299234.3377,-7083.0
Heavily indebted poor countries (HIPC),HPC,2004,248550616224.678,-1057715.0
Croatia,HRV,2004,41836292157.3335,15445.0
Haiti,HTI,2004,6087360684.2969,-26399.0
Hungary,HUN,2004,104120820258.669,16637.0
IBRD only,IBD,2004,8083579542097.98,-1564520.0
IDA & IBRD total,IBT,2004,8812155487875.68,-4350737.0
IDA total,IDA,2004,729356646292.158,-2786217.0
IDA blend,IDB,2004,341633787232.296,-140464.0
Indonesia,IDN,2004,256836875295.452,-77002.0
IDA only,IDX,2004,388002963888.935,-2645753.0
Isle of Man,IMN,2004,2802206151.59282,704.0
India,IND,2004,709152728830.775,-206660.0
Ireland,IRL,2004,194372115041.065,49102.0
"Iran, Islamic Rep.",IRN,2004,187754571246.703,739996.0
Iraq,IRQ,2004,36633669269.3981,69948.0
Iceland,ISL,2004,13825302535.7699,610.0
Israel,ISR,2004,139899274431.058,8494.0
Italy,ITA,2004,1812808753294.75,417970.0
Jamaica,JAM,2004,10174664853.9476,-17256.0
Jordan,JOR,2004,11411706629.055,7979.0
Japan,JPN,2004,4893116005656.56,69014.0
Kazakhstan,KAZ,2004,43151647002.6096,-22841.0
Kenya,KEN,2004,16095337093.8366,31525.0
Kyrgyz Republic,KGZ,2004,2211534585.0034,-32088.0
Cambodia,KHM,2004,5883297159.87352,-58972.0
Kiribati,KIR,2004,104085862.435301,-181.0
St. Kitts and Nevis,KNA,2004,506900000.0,-237.0
"Korea, Rep.",KOR,2004,793175561887.027,-42549.0
Kuwait,KWT,2004,59439090600.6108,1713.0
Latin America & Caribbean (excluding high income),LAC,2004,2043690719202.93,-1026210.0
Lao PDR,LAO,2004,2366398119.86321,-40120.0
Lebanon,LBN,2004,21159827992.0398,4974.0
Liberia,LBR,2004,897000000.0,-1001.0
Libya,LBY,2004,33122307692.3077,13222.0
St. Lucia,LCA,2004,1066666666.66667,-378.0
Latin America & Caribbean,LCN,2004,2405428955596.86,-1075616.0
Least developed countries: UN classification,LDC,2004,307547508572.789,-2267355.0
Low income,LIC,2004,168045991850.84,-573752.0
Liechtenstein,LIE,2004,3454373797.74442,166.0
Sri Lanka,LKA,2004,20662525941.2985,-84795.0
Lower middle income,LMC,2004,1649983007882.31,-2903507.0
Low & middle income,LMY,2004,7609502030648.46,-4484334.0
Lesotho,LSO,2004,1511236655.52047,-33530.0
Late-demographic dividend,LTE,2004,5122697281253.38,-876810.0
Lithuania,LTU,2004,22743164431.1972,-32312.0
Luxembourg,LUX,2004,35064843792.8993,4566.0
Latvia,LVA,2004,13827070378.5612,-15136.0
"Macao SAR, China",MAC,2004,10643253553.184,11736.0
Morocco,MAR,2004,66114145451.0067,-66749.0
Monaco,MCO,2004,4043551488.82603,-112.0
Moldova,MDA,2004,2598249555.89984,-52491.0
Madagascar,MDG,2004,5064732626.29389,-13393.0
Maldives,MDV,2004,1226829562.5,668.0
Middle East & North Africa,MEA,2004,1287572186554.3,1393079.0
Mexico,MEX,2004,819459227375.022,-346912.0
Marshall Islands,MHL,2004,132900000.0,-1466.0
Middle income,MIC,2004,7443637928658.46,-3910582.0
North Macedonia,MKD,2004,5682784471.69722,-2640.0
Mali,MLI,2004,5454249125.72966,-10796.0
Malta,MLT,2004,6104139672.8194,1662.0
Myanmar,MMR,2004,10567354056.4049,-169736.0
